"","plot","sp","cover","accepted_name"
"5128","KK116","Prunusserotina",0.67198734,"Prunus serotina"
"5129","KK116","Tiliaamericana",1.05376734,"Tilia americana"
"5130","KK116","Tiliaamericana",0.74659806,"Tilia americana"
"5131","KK116","Acersaccharum",2.22545016,"Acer saccharum"
"5132","KK116","Fraxinussp.",1.80658296,"Fraxinus"
"5133","KK119","Acersaccharum",2.22545016,"Acer saccharum"
"5134","KK119","Tiliaamericana",2.5211115,"Tilia americana"
"5135","KK119","Tiliaamericana",3.141504,"Tilia americana"
"5136","KK119","Ulmusrubra",0.56743416,"Ulmus rubra"
"5137","KK119","Fraxinussp.",2.885166,"Fraxinus"
"5138","KK119","Fraxinussp.",6.41657646,"Fraxinus"
"5139","KK119","Fraxinussp.",3.2737635,"Fraxinus"
"5140","KK145","Tiliaamericana",5.241294,"Tilia americana"
"5141","KK145","Prunusserotina",5.30914176,"Prunus serotina"
"5142","KK145","Ulmusrubra",3.19408056,"Ulmus rubra"
"5143","KK145","Tiliaamericana",2.96092206,"Tilia americana"
"5144","KK145","Tiliaamericana",0.63615456,"Tilia americana"
"5145","KK145","Ulmusrubra",1.03865976,"Ulmus rubra"
"5146","KK145","Ostryavirginiana",1.19464416,"Ostrya virginiana"
"5147","KK145","Tiliaamericana",0.785376,"Tilia americana"
"5148","KK145","Tiliaamericana",0.921726,"Tilia americana"
"5149","KK145","Tiliaamericana",3.0119715,"Tilia americana"
"5150","KK145","Tiliaamericana",1.09974456,"Tilia americana"
"5151","KK145","Unidentified",11.84368824,""
"5152","KK145","Prunusserotina",2.93556096,"Prunus serotina"
"5153","L111","Quercusalba",15.0325875,"Quercus alba"
"5154","L111","Quercusrubra",20.6283915,"Quercus rubra"
"5155","L111","Acersaccharum",1.22715,"Acer saccharum"
"5156","L111","Acersaccharum",1.65125304,"Acer saccharum"
"5157","L111","Acersaccharum",2.01056256,"Acer saccharum"
"5158","L111","Acersaccharum",3.85903224,"Acer saccharum"
"5159","L111","Acersaccharum",2.35961856,"Acer saccharum"
"5160","L111","Tiliaamericana",1.55771694,"Tilia americana"
"5161","L111","Acersaccharum",1.61351136,"Acer saccharum"
"5162","L111","Fraxinussp.",10.70342046,"Fraxinus"
"5163","L120","Acersaccharum",8.59599486,"Acer saccharum"
"5164","L120","Acersaccharum",0.83860704,"Acer saccharum"
"5165","L120","Acersaccharum",3.88810206,"Acer saccharum"
"5166","L120","Tiliaamericana",2.22545016,"Tilia americana"
"5167","L120","Tiliaamericana",1.72804536,"Tilia americana"
"5168","L120","Tiliaamericana",0.67198734,"Tilia americana"
"5169","L120","Tiliaamericana",1.068984,"Tilia americana"
"5170","L120","Tiliaamericana",0.67198734,"Tilia americana"
"5171","L120","Tiliaamericana",1.74751614,"Tilia americana"
"5172","L121","Tiliaamericana",11.74224384,"Tilia americana"
"5173","L121","Acersaccharum",1.90720926,"Acer saccharum"
"5174","L121","Acersaccharum",1.1467035,"Acer saccharum"
"5175","L121","Acersaccharum",0.86587704,"Acer saccharum"
"5176","L121","Acersaccharum",0.79852014,"Acer saccharum"
"5177","L121","Acersaccharum",1.068984,"Acer saccharum"
"5178","L121","Acersaccharum",0.64798974,"Acer saccharum"
"5179","L121","Acersaccharum",1.22715,"Acer saccharum"
"5180","L121","Tiliaamericana",1.36153656,"Tilia americana"
"5181","L126","0",0,""
"5182","LL103","Quercusrubra",8.90180064,"Quercus rubra"
"5183","LL103","Quercusrubra",6.23086776,"Quercus rubra"
"5184","LL103","Quercusrubra",9.57509694,"Quercus rubra"
"5185","LL103","Quercusrubra",10.46317176,"Quercus rubra"
"5186","LL103","Quercusrubra",15.26252814,"Quercus rubra"
"5187","LL103","Unidentified",2.86013214,""
"5188","LL104","Quercusalba",10.46317176,"Quercus alba"
"5189","LL104","Quercusalba",25.89128334,"Quercus alba"
"5190","LL104","Quercusalb",25.89128334,"Quercus alba"
"5191","LL110","Quercusalba",20.02905144,"Quercus alba"
"5192","LL110","Quercusalba",7.18668126,"Quercus alba"
"5193","LL110","Quercusalba",10.8002835,"Quercus alba"
"5194","LL110","Quercusalba",11.2911435,"Quercus alba"
"5195","LL110","Quercusmacrocarpa",20.965176,"Quercus macrocarpa"
"5196","LL110","Fraxinus",1.3103235,"Fraxinus"
"5197","LL110","Tiliaamericana",3.80121984,"Tilia americana"
"5198","LL110","Tiliaamericana",1.55771694,"Tilia americana"
"5199","LL110","Tiliaamericana",2.42817534,"Tilia americana"
"5200","LL110","Tiliaamericana",2.71221966,"Tilia americana"
"5201","LL110","Tiliaamericana",0.58990464,"Tilia americana"
"5202","LL110","Tiliaamericana",0.75941496,"Tilia americana"
"5203","LL110","Phellodendronamurense",0.87967566,"Phellodendron amurense"
"5204","LL110","Unidentified",0.83860704,""
"5205","LL110","Unidentified",1.29347064,""
"5206","LL114","Fraxinussp.",2.68794936,"Fraxinus"
"5207","LL114","Quercusalba",13.04165934,"Quercus alba"
"5208","LL114","Quercusalba",16.08106446,"Quercus alba"
"5209","LL114","Quercusalba",17.34895584,"Quercus alba"
"5210","LL114","Fraxinussp.",0.62442846,"Fraxinus"
"5211","LL114","Fraxinussp.",1.22715,"Fraxinus"
"5212","LL114","Prunusserotina",0.89358336,"Prunus serotina"
"5213","LL114","Prunusserotina",1.09974456,"Prunus serotina"
"5214","LL114","Tiliaamericana",0.56743416,"Tilia americana"
"5215","LL114","Fraxinussp.",1.32728544,"Fraxinus"
"5216","LL114","Fraxinussp.",1.36153656,"Fraxinus"
"5217","LL114","Fraxinussp.",1.17855486,"Fraxinus"
"5218","LL114","Unidentified",3.22053246,""
"5219","LL119","Acersaccharum",1.84650624,"Acer saccharum"
"5220","LL119","Acersaccharum",1.63232766,"Acer saccharum"
"5221","LL119","Acersaccharum",3.74384376,"Acer saccharum"
"5222","LL119","Prunusserotina",8.5096035,"Prunus serotina"
"5223","LL119","Prunusserotina",10.75179744,"Prunus serotina"
"5224","LL119","Acersaccharum",1.11528846,"Acer saccharum"
"5225","LL119","Acersaccharum",0.63615456,"Acer saccharum"
"5226","LL119","Acersaccharum",2.20347054,"Acer saccharum"
"5227","LL128","Quercusrubra",2.2920435,"Quercus rubra"
"5228","LL128","Acersaccharum",5.97545694,"Acer saccharum"
"5229","LL128","Acersaccharum",3.35442816,"Acer saccharum"
"5230","LL128","Acersaccharum",6.60501216,"Acer saccharum"
"5231","LL128","Acersaccharum",3.80121984,"Acer saccharum"
"5232","LL128","Acersaccharum",0.9939915,"Acer saccharum"
"5233","LL128","Acersaccharum",8.04225024,"Acer saccharum"
"5234","LL128","Acersaccharum",3.11537934,"Acer saccharum"
"5235","LL128","Ulmusamericana",0.95030496,"Ulmus americana"
"5236","LL128","Acersaccharum",1.70868366,"Acer saccharum"
"5237","LL128","Unidentified",4.7463435,""
"5238","LL133","Tiliaamericana",14.52160224,"Tilia americana"
"5239","LL133","Quercusrubra",37.39175136,"Quercus rubra"
"5240","LL133","Tiliaamericana",11.04435,"Tilia americana"
"5241","LL133","Prunusserotina",0.73389024,"Prunus serotina"
"5242","LL133","Ulmusrubra",2.11664286,"Ulmus rubra"
"5243","LL133","Fraxinuspennsylvanica",0.73389024,"Fraxinus pennsylvanica"
"5244","LL133","Acersaccharum",1.94822334,"Acer saccharum"
"5245","LL133","Celtisoccidentalis",0.7212915,"Celtis occidentalis"
"5246","LL133","Tiliaamericana",1.90720926,"Tilia americana"
"5247","LL133","Ulmusamericana",1.968894,"Ulmus americana"
"5248","LL133","Ulmusamericana",0.62442846,"Ulmus americana"
"5249","LL133","Unidentified",NA,""
"5250","LL133","Unidentified",0.7212915,""
"5251","LL141","Tiliaamericana",10.8002835,"Tilia americana"
"5252","LL141","Tiliaamericana",3.38153454,"Tilia americana"
"5253","LL141","Prunusserotina",5.90346414,"Prunus serotina"
"5254","LL141","Tiliaamericana",9.620856,"Tilia americana"
"5255","LL141","Tiliaamericana",4.33723896,"Tilia americana"
"5256","LL141","Tiliaamericana",9.43847424,"Tilia americana"
"5257","LL141","Tiliaamericana",10.558944,"Tilia americana"
"5258","LL141","Tiliaamericana",4.36805406,"Tilia americana"
"5259","LL141","Ulmusrubra",9.03449646,"Ulmus rubra"
"5260","LL141","Ulmusrubra",9.620856,"Ulmus rubra"
"5261","LL141","Prunusserotina",6.04788606,"Prunus serotina"
"5262","LL141","Tiliaamericana",0.81177336,"Tilia americana"
"5263","LL141","Tiliaamericana",2.68794936,"Tilia americana"
"5264","LL141","Tiliaamericana",1.41373134,"Tilia americana"
"5265","LL141","Acersaccharum",1.72804536,"Acer saccharum"
"5266","LL141","Tiliaamericana",2.38236174,"Tilia americana"
"5267","LL141","Tiliaamericana",2.42817534,"Tilia americana"
"5268","LL141","Tiliaamericana",2.38236174,"Tilia americana"
"5269","LL141","Acersaccharum",1.767096,"Acer saccharum"
"5270","LL141","Quercusrubra",1.19464416,"Quercus rubra"
"5271","LL141","Tiliaamericana",2.66378814,"Tilia americana"
"5272","LL141","Tiliaamericana",0.68414976,"Tilia americana"
"5273","LL141","Tiliaamericana",2.35961856,"Tilia americana"
"5274","LL141","Tiliaamericana",3.30054264,"Tilia americana"
"5275","LL141","Ulmusamericana",0.67198734,"Ulmus americana"
"5276","LL141","Quercusrubra",1.16257464,"Quercus rubra"
"5277","LL141","Tiliaamericana",0.56743416,"Tilia americana"
"5278","LL141","Tiliaamericana",0.659934,"Tilia americana"
"5279","LL141","Tiliaamericana",0.74659806,"Tilia americana"
"5280","LL141","Tiliaamericana",1.43134776,"Tilia americana"
"5281","LL141","Gleditsiatriacanthos",1.22715,"Gleditsia triacanthos"
"5282","LL141","Ulmusamericana",0.63615456,"Ulmus americana"
"5283","LL90","Juglansnigra",36.49402296,"Juglans nigra"
"5284","LL90","Juglansnigra",36.40485006,"Juglans nigra"
"5285","LL90","Quercusmacrocarpa",8.55274464,"Quercus macrocarpa"
"5286","LL90","Ulmusrubra",3.19408056,"Ulmus rubra"
"5287","LL90","Ulmusrubra",1.00877184,"Ulmus rubra"
"5288","LL90","Ulmusamericana",1.3103235,"Ulmus americana"
"5289","LL90","Ulmusamericana",2.33698446,"Ulmus americana"
"5290","LL90","Acersaccharum",1.72804536,"Acer saccharum"
"5291","LL90","Unidentified",0.921726,""
"5292","LL90","Prunusserotina",6.37921656,"Prunus serotina"
"5293","LL90","Unidentified",0.86587704,""
"5294","M118","Acersaccharum",5.04036864,"Acer saccharum"
"5295","M118","Tiliaamericana",7.068384,"Tilia americana"
"5296","M118","Ulmusrubra",1.4848515,"Ulmus rubra"
"5297","M118","Fraxinusamericana",6.95106846,"Fraxinus americana"
"5298","M118","Quercusalba",3.22053246,"Quercus alba"
"5299","M126","0",0,""
"5300","M134","Acersaccharum",19.17893646,"Acer saccharum"
"5301","M134","Acersaccharum",10.17847296,"Acer saccharum"
"5302","M134","Acersaccharum",10.13140494,"Acer saccharum"
"5303","M134","Acersaccharum",5.37742584,"Acer saccharum"
"5304","M134","Quercusrubra",26.7246,"Quercus rubra"
"5305","M137","Acersaccharum",27.03089664,"Acer saccharum"
"5306","M137","Acersaccharum",3.975966,"Acer saccharum"
"5307","M137","Acersaccharum",10.65515256,"Acer saccharum"
"5308","M137","Acersaccharum",11.2911435,"Acer saccharum"
"5309","M137","Tiliaamericana",4.49240526,"Tilia americana"
"5310","M137","Acersaccharum",2.31445944,"Acer saccharum"
"5311","M137","Acersaccharum",2.24753886,"Acer saccharum"
"5312","MM108","0",0,""
"5313","MM114","Quercusalba",14.13027774,"Quercus alba"
"5314","MM114","Quercusalba",16.7996835,"Quercus alba"
"5315","MM114","Quercusalba",17.4105315,"Quercus alba"
"5316","MM114","Acersaccharum",1.92766176,"Acer saccharum"
"5317","MM114","Acersaccharum",0.785376,"Acer saccharum"
"5318","MM114","Acersaccharum",0.785376,"Acer saccharum"
"5319","MM114","Acersaccharum",0.69642126,"Acer saccharum"
"5320","MM114","Ostryavirginiana",0.93596094,"Ostrya virginiana"
"5321","MM114","Prunusserotina",1.4848515,"Prunus serotina"
"5322","MM114","Tiliaamericana",2.24753886,"Tilia americana"
"5323","MM114","Fraxinusamericana",1.4848515,"Fraxinus americana"
"5324","MM114","Fraxinussp.",0.89358336,"Fraxinus"
"5325","N105","0",0,""
"5326","N110","Acersaccharum",19.04978574,"Acer saccharum"
"5327","N110","Fraxinusamericana",13.9090635,"Fraxinus americana"
"5328","N110","Fraxinusamericana",34.4706435,"Fraxinus americana"
"5329","N110","Quercusalba",18.22094136,"Quercus alba"
"5330","N110","Quercusalba",25.219296,"Quercus alba"
"5331","N110","Acersaccharum",1.52106606,"Acer saccharum"
"5332","N110","Acersaccharum",1.068984,"Acer saccharum"
"5333","N110","Acersaccharum",0.70880184,"Acer saccharum"
"5334","N110","Acersaccharum",5.72539104,"Acer saccharum"
"5335","N110","Acersaccharum",1.41373134,"Acer saccharum"
"5336","N110","Tiliaamericana",1.32728544,"Tilia americana"
"5337","N113","Acernigrum",5.00726286,"Acer saccharum"
"5338","N113","Quercusrubra",17.4105315,"Quercus rubra"
"5339","N113","Quercusrubra",23.32763064,"Quercus rubra"
"5340","N113","Ostryavirginiana",1.02366126,"Ostrya virginiana"
"5341","N113","Ostryavirginiana",0.74659806,"Ostrya virginiana"
"5342","N115","Acersaccharum",6.26779134,"Acer saccharum"
"5343","N115","Tiliaamericana",5.20753374,"Tilia americana"
"5344","N115","Tiliaamericana",8.16840126,"Tilia americana"
"5345","N115","Quercusrubra",14.97537504,"Quercus rubra"
"5346","N115","Quercusrubra",29.30374206,"Quercus rubra"
"5347","N115","Acersaccharum",3.0119715,"Acer saccharum"
"5348","N115","Acersaccharum",2.0738835,"Acer saccharum"
"5349","N115","Ostryavirginiana",0.89358336,"Ostrya virginiana"
"5350","N115","Ostryavirginiana",0.64798974,"Ostrya virginiana"
"5351","N115","Ostryavirginiana",0.97932024,"Ostrya virginiana"
"5352","N115","Ostryavirginiana",0.77234094,"Ostrya virginiana"
"5353","N115","Fraxinuspennsylvanica",13.74429816,"Fraxinus pennsylvanica"
"5354","N116","Quercusalba",8.55274464,"Quercus alba"
"5355","N116","Tiliaamericana",8.38083456,"Tilia americana"
"5356","N116","Tiliaamericana",7.068384,"Tilia americana"
"5357","N116","Acersaccharum",3.22053246,"Acer saccharum"
"5358","N116","Tiliaamericana",5.72539104,"Tilia americana"
"5359","N116","Acersaccharum",0.77234094,"Acer saccharum"
"5360","N116","Ostryavirginiana",0.9939915,"Ostrya virginiana"
"5361","N116","Fraxinusamericana",11.7929115,"Fraxinus americana"
"5362","N116","Fraxinusamericana",15.20487936,"Fraxinus americana"
"5363","N116","Unidentified",3.8300715,""
"5364","N123","Acersaccharum",5.34322926,"Acer saccharum"
"5365","N123","Quercusrubra",3.49105086,"Quercus rubra"
"5366","N123","Quercusrubra",16.1997435,"Quercus rubra"
"5367","N123","Acersaccharum",3.38153454,"Acer saccharum"
"5368","N123","Acersaccharum",1.8666315,"Acer saccharum"
"5369","N123","Tiliaamericana",1.13094144,"Tilia americana"
"5370","N123","Tiliaamericana",1.44907326,"Tilia americana"
"5371","N123","Acersaccharum",0.56743416,"Acer saccharum"
"5372","N123","Acersaccharum",0.73389024,"Acer saccharum"
"5373","N123","Acersaccharum",0.83860704,"Acer saccharum"
"5374","N123","Fraxinusamericana",1.36153656,"Fraxinus americana"
"5375","N128","Quercusrubra",6.15734784,"Quercus rubra"
"5376","N128","Tiliaamericana",3.975966,"Tilia americana"
"5377","N128","Tiliaamericana",4.9086,"Tilia americana"
"5378","N128","Tiliaamericana",4.97426616,"Tilia americana"
"5379","N128","Acersaccharum",0.9939915,"Acer saccharum"
"5380","N128","Tiliaamericana",1.90720926,"Tilia americana"
"5381","N128","Tiliaamericana",2.26973664,"Tilia americana"
"5382","N128","Acersaccharum",0.921726,"Acer saccharum"
"5383","N128","Cerciscanadensis",2.05266744,"Cercis canadensis"
"5384","N128","Cerciscanadensis",5.584896,"Cercis canadensis"
"5385","N128","Fraxinussp.",8.63935416,"Fraxinus"
"5386","N128","Fraxinussp.",1.74751614,"Fraxinus"
"5387","N142","0",0,""
"5388","N144","0",0,""
"5389","NN110","Tiliaamericana",3.141504,"Tilia americana"
"5390","NN110","Tiliaamericana",2.45124576,"Tilia americana"
"5391","NN110","Quercusrubra",3.2737635,"Quercus rubra"
"5392","NN110","Quercusrubra",7.068384,"Quercus rubra"
"5393","NN110","Quercusalba",1.26009216,"Quercus alba"
"5394","NN110","Quercusalba",1.17855486,"Quercus alba"
"5395","NN110","Quercuasalba",1.92766176,"Quercus alba"
"5396","NN110","Quercusrubra",0.659934,"Quercus rubra"
"5397","NN110","Quercusrubra",1.09974456,"Quercus rubra"
"5398","NN114","Tiliaamericana",2.66378814,"Tilia americana"
"5399","NN114","Ulmusamericana",2.639736,"Ulmus americana"
"5400","NN114","Ulmusamericana",3.40875,"Ulmus americana"
"5401","NN114","Fraxinussp.",0.55636254,"Fraxinus"
"5402","NN114","Fraxinussp.",1.11528846,"Fraxinus"
"5403","NN114","Fraxinussp.",0.56743416,"Fraxinus"
"5404","NN114","Tiliaamericana",0.63615456,"Tilia americana"
"5405","NN114","Ulmusamericana",1.02366126,"Ulmus americana"
"5406","NN114","Fraxinussp.",0.8521875,"Fraxinus"
"5407","NN118","Quercusalba",27.72644526,"Quercus alba"
"5408","NN118","Ulmusamericana",5.79629304,"Ulmus americana"
"5409","NN118","Acersaccharum",0.75941496,"Acer saccharum"
"5410","NN118","Tiliaamericana",1.27672686,"Tilia americana"
"5411","NN118","Acersaccharum",1.1467035,"Acer saccharum"
"5412","NN118","Unidentified",0.56743416,""
"5413","NN118","Unidentified",2.81039166,""
"5414","NN126","Acersaccharum",4.77857664,"Acer saccharum"
"5415","NN126","Acersaccharum",4.1245875,"Acer saccharum"
"5416","NN126","Acersaccharum",4.21506936,"Acer saccharum"
"5417","NN126","Acersaccharum",0.74659806,"Acer saccharum"
"5418","NN126","Acersaccharum",2.7610875,"Acer saccharum"
"5419","NN126","Acerplatanoides",2.05266744,"Acer platanoides"
"5420","NN126","Acerplatanoides",1.767096,"Acer platanoides"
"5421","NN126","Acerplatanoides",2.54461824,"Acer platanoides"
"5422","NN126","Acerplatanoides",1.26009216,"Acer platanoides"
"5423","NN126","Acerplatanoides",1.6702875,"Acer platanoides"
"5424","NN126","Acerplatanoides",0.86587704,"Acer platanoides"
"5425","NN126","Acerplatanoides",1.6702875,"Acer platanoides"
"5426","NN136","Quercusrubra",15.08990904,"Quercus rubra"
"5427","NN136","Quercusalba",14.24153934,"Quercus alba"
"5428","NN136","Quercusrubra",26.7246,"Quercus rubra"
"5429","NN136","Prunusserotina",0.74659806,"Prunus serotina"
"5430","NN136","Ulmusrubra",1.27672686,"Ulmus rubra"
"5431","NN136","Celtisoccidentalis",1.11528846,"Celtis occidentalis"
"5432","NN136","Ulmusamericana",0.81177336,"Ulmus americana"
"5433","NN136","Acersaccharum",0.62442846,"Acer saccharum"
"5434","NN136","Prunusserotina",0.69642126,"Prunus serotina"
"5435","NN136","Acersaccharum",0.82513566,"Acer saccharum"
"5436","NN136","Prunusserotina",0.64798974,"Prunus serotina"
"5437","NN136","Tiliaamericana",0.82513566,"Tilia americana"
"5438","NN136","Prunusserotina",1.3103235,"Prunus serotina"
"5439","NN136","Unidentified",3.63040056,""
"5440","NN136","Unidentified",1.22715,""
"5441","NN145","Quercusalba",9.89770104,"Quercus alba"
"5442","NN145","Quercusalba",6.1207515,"Quercus alba"
"5443","NN145","Tiliaamericana",3.49105086,"Tilia americana"
"5444","NN145","Quercusalba",11.44052856,"Quercus alba"
"5445","NN145","Juglansnigra",16.08106446,"Juglans nigra"
"5446","NN145","Juglansnigra",13.85403264,"Juglans nigra"
"5447","NN145","Tiliaamericana",1.1467035,"Tilia americana"
"5448","NN145","Ulmusrubra",1.4848515,"Ulmus rubra"
"5449","NN145","Tiliaamericana",0.95030496,"Tilia americana"
"5450","NN146","Juglansnigra",19.17893646,"Juglans nigra"
"5451","NN146","Ulmusrubra",1.4848515,"Ulmus rubra"
"5452","NN146","Tiliaamericana",0.785376,"Tilia americana"
"5453","NN146","Tiliaamericana",0.58990464,"Tilia americana"
"5454","NN146","Tiliaamericana",2.31445944,"Tilia americana"
"5455","NN146","Tiliaamericana",0.8521875,"Tilia americana"
"5456","NN146","Tiliaamericana",0.5454,"Tilia americana"
"5457","NN146","Ulmusrubra",4.71421944,"Ulmus rubra"
"5458","NN146","Fraxinussp.",0.67198734,"Fraxinus"
"5459","NN146","Unidentified",2.1816,""
"5460","NN146","Unidentified",6.45404544,""
"5461","NN146","Unidentified",0.659934,""
"5462","O105","Acersaccharum",5.10690744,"Acer saccharum"
"5463","O105","Quercusalba",27.1077435,"Quercus alba"
"5464","O105","Quercusrubra",21.50970336,"Quercus rubra"
"5465","O105","Quercusrubra",18.72881784,"Quercus rubra"
"5466","O105","Quercusrubra",17.53401006,"Quercus rubra"
"5467","O105","Tiliaamericana",15.49421406,"Tilia americana"
"5468","O105","Acersaccharum",0.57861486,"Acer saccharum"
"5469","O105","Acersaccharum",0.74659806,"Acer saccharum"
"5470","O105","Acersaccharum",4.52376576,"Acer saccharum"
"5471","O105","Acersaccharum",0.9939915,"Acer saccharum"
"5472","O105","Acersaccharum",0.64798974,"Acer saccharum"
"5473","O105","Tiliaamericana",1.24356654,"Tilia americana"
"5474","O109","Acerssaccharum",12.566016,"Acer saccharum"
"5475","O109","Acersaccharum",10.558944,"Acer saccharum"
"5476","O109","Quercusalba",26.3441835,"Quercus alba"
"5477","O109","Quercusalba",24.99726366,"Quercus alba"
"5478","O109","Acersaccharum",NA,"Acer saccharum"
"5479","O109","Acerssaccharum",0.58990464,"Acer saccharum"
"5480","O109","Acersaccharum",0.64798974,"Acer saccharum"
"5481","O109","Ostryavirginiana",0.8521875,"Ostrya virginiana"
"5482","O109","Tiliaamericana",2.73659904,"Tilia americana"
"5483","O112","Acersaccharum",7.6696875,"Acer saccharum"
"5484","O112","Acersaccharum",2.405214,"Acer saccharum"
"5485","O112","Acersaccharum",3.60231246,"Acer saccharum"
"5486","O112","Acersaccharum",0.90760014,"Acer saccharum"
"5487","O121","Acersaccharum",3.63040056,"Acer saccharum"
"5488","O121","Acersaccharum",9.3931515,"Acer saccharum"
"5489","O121","Acersaccharum",5.83190766,"Acer saccharum"
"5490","O121","Acersaccharum",3.65859774,"Acer saccharum"
"5491","O121","Acersaccharum",1.70868366,"Acer saccharum"
"5492","O121","Acersaccharum",1.44907326,"Acer saccharum"
"5493","O121","Acersaccharum",0.93596094,"Acer saccharum"
"5494","O131","Acersaccharum",4.71421944,"Acer saccharum"
"5495","O131","Acersaccharum",2.5211115,"Acer saccharum"
"5496","O131","Acersaccharum",10.084446,"Acer saccharum"
"5497","O131","Acersaccharum",4.275936,"Acer saccharum"
"5498","O131","Acersaccharum",1.84650624,"Acer saccharum"
"5499","O131","Quercusrubra",18.22094136,"Quercus rubra"
"5500","O131","Quercusrubra",21.85357806,"Quercus rubra"
"5501","O131","Acersaccharum",2.47442526,"Acer saccharum"
"5502","O131","Acersaccharum",4.55523534,"Acer saccharum"
"5503","O131","Acersaccharum",2.15983854,"Acer saccharum"
"5504","O131","Acersaccharum",1.26009216,"Acer saccharum"
"5505","O131","Acersaccharum",1.70868366,"Acer saccharum"
"5506","O131","Acersaccharum",0.93596094,"Acer saccharum"
"5507","O135","Acersaccharum",4.81091886,"Acer saccharum"
"5508","O135","Acersaccharum",3.60231246,"Acer saccharum"
"5509","O135","Acersaccharum",8.21066976,"Acer saccharum"
"5510","O135","Acersaccharum",7.30596024,"Acer saccharum"
"5511","O135","Acersaccharum",14.29733376,"Acer saccharum"
"5512","O135","Acersaccharum",3.88810206,"Acer saccharum"
"5513","O135","Acersaccharum",6.34196574,"Acer saccharum"
"5514","O135","Tiliaamericana",7.14713976,"Tilia americana"
"5515","O135","Fraxinusamericana",13.04165934,"Fraxinus americana"
"5516","O135","Acersaccharum",1.46690784,"Acer saccharum"
"5517","O136","Tiliaamericana",6.71938254,"Tilia americana"
"5518","O136","Quercusrubra",42.04401336,"Quercus rubra"
"5519","O136","Tiliaamericana",24.33705696,"Tilia americana"
"5520","O136","Ulmusrubra",18.09506304,"Ulmus rubra"
"5521","O136","Acersaccharum",1.41373134,"Acer saccharum"
"5522","O136","Acersaccharum",1.41373134,"Acer saccharum"
"5523","O136","Acersaccharum",0.75941496,"Acer saccharum"
"5524","O136","Acersaccharum",1.4848515,"Acer saccharum"
"5525","O86","Quercusalba",12.88212984,"Quercus alba"
"5526","O86","Tiliaamericana",3.74384376,"Tilia americana"
"5527","O86","Ulmusamericana",6.4916235,"Ulmus americana"
"5528","O86","Celtisoccidentalis",1.09974456,"Celtis occidentalis"
"5529","O86","Quercusrubra",1.63232766,"Quercus rubra"
"5530","OO100","Quercusalba",33.78038526,"Quercus alba"
"5531","OO100","Quercusalba",22.90156416,"Quercus alba"
"5532","OO100","Quercusmacrocarpa",38.85080544,"Quercus macrocarpa"
"5533","OO100","Prunusserotina",1.53933696,"Prunus serotina"
"5534","OO101","Quercusmacrocarpa",79.98405534,"Quercus macrocarpa"
"5535","OO101","Quercusmacrocarpa",30.92467086,"Quercus macrocarpa"
"5536","OO101","Ulmusrubra",3.16773774,"Ulmus rubra"
"5537","OO103","Notrees",0,""
"5538","OO110","Quercusalba",1.068984,"Quercus alba"
"5539","OO110","Crataegussp.",2.59195896,"Crataegus"
"5540","OO110","Crataegussp.",0.75941496,"Crataegus"
"5541","OO110","Quercusalba",3.16773774,"Quercus alba"
"5542","OO116","Acersaccharum",0.89358336,"Acer saccharum"
"5543","OO116","Acersaccharum",2.03156046,"Acer saccharum"
"5544","OO116","Acersaccharum",2.2920435,"Acer saccharum"
"5545","OO116","Fraxinussp.",3.24709344,"Fraxinus"
"5546","OO116","Quercusrubra",8.5096035,"Quercus rubra"
"5547","OO116","Ulmusamericana",3.91728096,"Ulmus americana"
"5548","OO116","Acersaccharum",0.6013035,"Acer saccharum"
"5549","OO116","Acersaccharum",0.56743416,"Acer saccharum"
"5550","OO116","Acersaccharum",0.5454,"Acer saccharum"
"5551","OO116","Acersaccharum",0.659934,"Acer saccharum"
"5552","OO129","Quercusalba",52.70140206,"Quercus alba"
"5553","OO129","Quercusalba",99.69388416,"Quercus alba"
"5554","OO129","Acersaccharum",0.5454,"Acer saccharum"
"5555","OO129","Prunusserotina",1.43134776,"Prunus serotina"
"5556","OO129","Celtisoccidentalis",0.77234094,"Celtis occidentalis"
"5557","OO129","Prunusserotina",1.068984,"Prunus serotina"
"5558","OO129","Tiliaamericana",2.24753886,"Tilia americana"
"5559","OO129","Acersaccharum",1.396224,"Acer saccharum"
"5560","OO129","Quercusalba",8.68282254,"Quercus alba"
"5561","OO129","Prunusserotina",1.26009216,"Prunus serotina"
"5562","OO130","Prunusserotina",9.620856,"Prunus serotina"
"5563","OO130","Tiliaamericana",7.50694014,"Tilia americana"
"5564","OO130","Ulmusrubra",8.7264,"Ulmus rubra"
"5565","OO130","Tiliaamericana",9.21295134,"Tilia americana"
"5566","OO130","Prunusserotina",6.8734035,"Prunus serotina"
"5567","OO130","Prunusserotina",8.77008654,"Prunus serotina"
"5568","OO130","Ulmusrubra",11.84368824,"Ulmus rubra"
"5569","OO130","Ulmusrubra",10.70342046,"Ulmus rubra"
"5570","OO130","Tiliaamericana",1.11528846,"Tilia americana"
"5571","OO130","Ulmusamericana",1.1467035,"Ulmus americana"
"5572","OO130","Acersaccharum",0.95030496,"Acer saccharum"
"5573","OO130","Prunusserotina",1.968894,"Prunus serotina"
"5574","OO130","Celtisoccidentalis",0.87967566,"Celtis occidentalis"
"5575","OO130","Tiliaamericana",1.13094144,"Tilia americana"
"5576","OO130","Ulmusrubra",0.86587704,"Ulmus rubra"
